"stdDay","createDt","deathCnt","defCnt","incDec","isolClearCnt","localOccCnt","overFlowCnt","qurRate","gubun","gubunEn","seq"
"2022년 02월 12일 00시","2022-02-12",7045,1294205,54941,770673,54828,113,"2506","합계","Total",15058
"2022년 02월 11일 00시","2022-02-11",7012,1239287,53926,754694,53797,129,"2400","합계","Total",15039
"2022년 02월 10일 00시","2022-02-10",6963,1185361,54122,735348,54034,88,"2295","합계","Total",15020
"2022년 02월 09일 00시","2022-02-09",6943,1131239,49567,719627,49402,165,"2191","합계","Total",15001
"2022년 02월 08일 00시","2022-02-08",6922,1081681,36719,675059,36619,100,"2095","합계","Total",14982
"2022년 02월 07일 00시","2022-02-07",6886,1044963,35286,661103,35131,155,"2024","합계","Total",14963
"2022년 02월 06일 00시","2022-02-06",6873,1009688,38691,654621,38502,189,"1955","합계","Total",14906
"2022년 02월 05일 00시","2022-02-05",6858,971018,36362,648795,36162,200,"1874","합계","Total",14887
"2022년 02월 04일 00시","2022-02-04",6836,934656,27443,642045,27283,160,"1810","합계","Total",14868
"2022년 02월 03일 00시","2022-02-03",6812,907214,22907,637160,22773,134,"1757","합계","Total",14849
"2022년 02월 02일 00시","2022-02-02",6787,884310,20270,633060,20111,159,"1712","합계","Total",14830
"2022년 02월 01일 00시","2022-02-01",6772,864042,18343,629487,18123,220,"1673","합계","Total",14811
"2022년 01월 31일 00시","2022-01-31",6755,845709,17085,624758,16850,235,"1638","합계","Total",14792
"2022년 01월 30일 00시","2022-01-30",6732,828637,17532,621972,17303,229,"1605","합계","Total",14773
"2022년 01월 29일 00시","2022-01-29",6712,811122,17542,618561,17349,193,"1571","합계","Total",14754
"2022년 01월 28일 00시","2022-01-28",6678,793582,16096,614712,15894,202,"1537","합계","Total",14735
"2022년 01월 27일 00시","2022-01-27",6654,777497,14518,610740,14301,217,"1506","합계","Total",14716
"2022년 01월 26일 00시","2022-01-26",6620,762983,13012,607279,12743,269,"1478","합계","Total",14697
"2022년 01월 25일 00시","2022-01-25",6588,749979,8571,604266,8356,215,"1452","합계","Total",14678
"2022년 01월 24일 00시","2022-01-24",6565,741413,7513,602123,7159,354,"1436","합계","Total",14659
"2022년 01월 23일 00시","2022-01-23",6540,733902,7630,600251,7343,287,"1416","합계","Total",14640
"2022년 01월 22일 00시","2022-01-22",6529,726274,7009,595645,6729,280,"1401","합계","Total",14621
"2022년 01월 21일 00시","2022-01-21",6501,719269,6769,594023,6482,287,"1393","합계","Total",14602
"2022년 01월 20일 00시","2022-01-20",6480,712503,6603,589768,6357,246,"1380","합계","Total",14583
"2022년 01월 19일 00시","2022-01-19",6452,705902,5805,588531,5431,374,"1367","합계","Total",14564
"2022년 01월 18일 00시","2022-01-18",6378,700102,4072,585673,3763,309,"1356","합계","Total",14545
"2022년 01월 17일 00시","2022-01-17",6333,696032,3859,584537,3551,308,"1348","합계","Total",14526
"2022년 01월 16일 00시","2022-01-16",6310,692174,4194,582667,3813,381,"1340","합계","Total",14507
"2022년 01월 15일 00시","2022-01-15",6281,687984,4423,580664,4077,346,"1332","합계","Total",14488
"2022년 01월 14일 00시","2022-01-14",6259,683566,4542,576918,4133,409,"1324","합계","Total",14469
"2022년 01월 13일 00시","2022-01-13",6210,679030,4167,575763,3776,391,"1315","합계","Total",14450
"2022년 01월 12일 00시","2022-01-12",6166,674868,4388,571419,4007,381,"1307","합계","Total",14431
"2022년 01월 11일 00시","2022-01-11",6114,670483,3097,569760,2813,284,"1298","합계","Total",14412
"2022년 01월 10일 00시","2022-01-10",6071,667390,3007,566508,2768,239,"1292","합계","Total",14393
"2022년 01월 09일 00시","2022-01-09",6037,664391,3376,564320,3140,236,"1287","합계","Total",14374
"2022년 01월 08일 00시","2022-01-08",5986,661015,3510,561308,3300,210,"1280","합계","Total",14355
"2022년 01월 07일 00시","2022-01-07",5932,657508,3717,549488,3529,188,"1273","합계","Total",14336
"2022년 01월 06일 00시","2022-01-06",5887,653792,4126,545464,3931,195,"1266","합계","Total",14317
"2022년 01월 05일 00시","2022-01-05",5838,649669,4444,541994,4233,211,"1258","합계","Total",14298
"2022년 01월 04일 00시","2022-01-04",5781,645226,3024,537043,2889,135,"1249","합계","Total",14279
"2022년 01월 03일 00시","2022-01-03",5730,642207,3129,524883,2993,136,"1239","합계","Total",14260
"2022년 01월 02일 00시","2022-01-02",5694,639083,3833,520962,3683,150,"1233","합계","Total",14241
"2022년 01월 01일 00시","2022-01-01",5625,635253,4416,517909,4310,106,"1226","합계","Total",14222
"2021년 12월 31일 00시","2021-12-31",5563,630838,4875,513978,4758,117,"1217","합계","Total",14203
"2021년 12월 30일 00시","2021-12-30",5455,625967,5037,509957,4930,107,"1208","합계","Total",14184
"2021년 12월 29일 00시","2021-12-29",5382,620938,5409,505470,5283,126,"1198","합계","Total",14165
"2021년 12월 28일 00시","2021-12-28",5346,615532,3865,500273,3777,88,"1188","합계","Total",14146
"2021년 12월 27일 00시","2021-12-27",5300,611670,4207,496938,4125,82,"1180","합계","Total",14127
"2021년 12월 26일 00시","2021-12-26",5245,607463,5419,494205,5339,80,"1172","합계","Total",14108
"2021년 12월 25일 00시","2021-12-25",5176,602045,5842,489943,5767,75,"1162","합계","Total",14089
"2021년 12월 24일 00시","2021-12-24",5071,596209,6233,485721,6163,70,"1150","합계","Total",14070
"2021년 12월 23일 00시","2021-12-23",5015,589978,6919,469055,6856,63,"1138","합계","Total",14051
"2021년 12월 22일 00시","2021-12-22",4906,583065,7456,463401,7365,91,"1125","합계","Total",14032
"2021년 12월 21일 00시","2021-12-21",4828,575615,5202,459628,5144,58,"1111","합계","Total",14013
"2021년 12월 20일 00시","2021-12-20",4776,570414,5318,456126,5258,60,"1101","합계","Total",13994
"2021년 12월 19일 00시","2021-12-19",4722,565098,6236,454026,6173,63,"1090","합계","Total",13975
"2021년 12월 18일 00시","2021-12-18",4644,558864,7314,451337,7284,30,"1078","합계","Total",13956
"2021년 12월 17일 00시","2021-12-17",4591,551551,7435,448809,7400,35,"1064","합계","Total",13937
"2021년 12월 16일 00시","2021-12-16",4518,544117,7622,444970,7591,31,"1050","합계","Total",13918
"2021년 12월 15일 00시","2021-12-15",4456,536495,7850,442293,7828,22,"1035","합계","Total",13899
"2021년 12월 14일 00시","2021-12-14",4387,528652,5567,435541,5525,42,"1020","합계","Total",13880
"2021년 12월 13일 00시","2021-12-13",4293,523088,5817,433564,5783,34,"1009","합계","Total",13861
"2021년 12월 12일 00시","2021-12-12",4253,517271,6689,431606,6661,28,"998","합계","Total",13842
"2021년 12월 11일 00시","2021-12-11",4210,510583,6977,429256,6952,25,"985","합계","Total",13823
"2021년 12월 10일 00시","2021-12-10",4130,503606,7022,426441,6983,39,"972","합계","Total",13804
"2021년 12월 09일 00시","2021-12-09",4077,496584,7102,424220,7082,20,"958","합계","Total",13785
"2021년 12월 08일 00시","2021-12-08",4020,489484,7175,413740,7142,33,"944","합계","Total",13766
"2021년 12월 07일 00시","2021-12-07",3957,482310,4954,411358,4924,30,"931","합계","Total",13747
"2021년 12월 06일 00시","2021-12-06",3893,477358,4325,409041,4296,29,"921","합계","Total",13728
"2021년 12월 05일 00시","2021-12-05",3852,473034,5128,407175,5104,24,"913","합계","Total",13709
"2021년 12월 04일 00시","2021-12-04",3809,467907,5352,405543,5327,25,"903","합계","Total",13690
"2021년 12월 03일 00시","2021-12-03",3739,462555,4944,403419,4923,21,"892","합계","Total",13671
"2021년 12월 02일 00시","2021-12-02",3705,457612,5266,400585,5242,24,"883","합계","Total",13633
"2021년 12월 01일 00시","2021-12-01",3659,452350,5123,398323,5075,48,"873","합계","Total",13595
"2021년 11월 30일 00시","2021-11-30",3624,447230,3032,396070,3003,29,"863","합계","Total",13576
"2021년 11월 29일 00시","2021-11-29",3580,444200,3309,393617,3286,23,"857","합계","Total",13557
"2021년 11월 28일 00시","2021-11-28",3548,440896,3928,392311,3893,35,"851","합계","Total",13538
"2021년 11월 27일 00시","2021-11-27",3492,436968,4068,390141,4045,23,"843","합계","Total",13519
"2021년 11월 26일 00시","2021-11-26",3440,432901,3901,383551,3882,19,"835","합계","Total",13500
"2021년 11월 25일 00시","2021-11-25",3401,429002,3938,381851,3917,21,"828","합계","Total",13481
"2021년 11월 24일 00시","2021-11-24",3362,425064,4115,380377,4087,28,"820","합계","Total",13462
"2021년 11월 23일 00시","2021-11-23",3328,420950,2699,378561,2685,14,"812","합계","Total",13443
"2021년 11월 22일 00시","2021-11-22",3298,418252,2827,376706,2806,21,"807","합계","Total",13424
"2021년 11월 21일 00시","2021-11-21",3274,415425,3120,375755,3098,22,"801.53","합계","Total",13405
"2021년 11월 20일 00시","2021-11-20",3244,412311,3212,374383,3194,18,"796","합계","Total",13386
"2021년 11월 19일 00시","2021-11-19",3215,409099,3034,368723,3011,23,"789","합계","Total",13367
"2021년 11월 18일 00시","2021-11-18",3187,406065,3292,367578,3272,20,"783","합계","Total",13348
"2021년 11월 17일 00시","2021-11-17",3158,402775,3187,366089,3163,24,"777","합계","Total",13329
"2021년 11월 16일 00시","2021-11-16",3137,399591,2125,364499,2110,15,"771","합계","Total",13310
"2021년 11월 15일 00시","2021-11-15",3115,397466,2006,362834,1986,20,"767","합계","Total",13291
"2021년 11월 14일 00시","2021-11-14",3103,395460,2419,360891,2401,18,"763","합계","Total",13272
"2021년 11월 13일 00시","2021-11-13",3083,393042,2325,359553,2311,14,"758","합계","Total",13253
"2021년 11월 12일 00시","2021-11-12",3051,390719,2368,356615,2358,10,"754","합계","Total",13234
"2021년 11월 11일 00시","2021-11-11",3033,388351,2520,355014,2494,26,"749","합계","Total",13215
"2021년 11월 10일 00시","2021-11-10",3012,385831,2425,352940,2409,16,"744","합계","Total",13196
"2021년 11월 09일 00시","2021-11-09",2998,383407,1715,350658,1698,17,"740","합계","Total",13177
"2021년 11월 08일 00시","2021-11-08",2980,381694,1760,347799,1733,27,"736","합계","Total",13158
"2021년 11월 07일 00시","2021-11-07",2967,379935,2224,346801,2204,20,"733","합계","Total",13139
"2021년 11월 06일 00시","2021-11-06",2956,377712,2248,345566,2219,29,"729","합계","Total",13120
"2021년 11월 05일 00시","2021-11-05",2936,375464,2344,343237,2324,20,"724","합계","Total",13101
"2021년 11월 04일 00시","2021-11-04",2916,373120,2482,341888,2457,25,"720","합계","Total",13082
"2021년 11월 03일 00시","2021-11-03",2892,370640,2667,340471,2640,27,"715","합계","Total",13063
"2021년 11월 02일 00시","2021-11-02",2874,367974,1589,338947,1578,11,"710","합계","Total",13025
"2021년 11월 01일 00시","2021-11-01",2858,366386,1686,337353,1666,20,"707","합계","Total",13006
"2021년 10월 31일 00시","2021-10-31",2849,364700,2061,336548,2052,9,"704","합계","Total",12987
"2021년 10월 30일 00시","2021-10-30",2830,362639,2104,334581,2089,15,"700","합계","Total",12968
"2021년 10월 29일 00시","2021-10-29",2817,360536,2124,332995,2094,30,"696","합계","Total",12949
"2021년 10월 28일 00시","2021-10-28",2808,358412,2111,330853,2095,16,"691.53","합계","Total",12930
"2021년 10월 27일 00시","2021-10-27",2797,356305,1952,329658,1930,22,"687.46","합계","Total",12911
"2021년 10월 26일 00시","2021-10-26",2788,354355,1266,327592,1246,20,"683.7","합계","Total",12892
"2021년 10월 25일 00시","2021-10-25",2773,353089,1190,324448,1167,23,"681.26","합계","Total",12873
"2021년 10월 24일 00시","2021-10-24",2766,351899,1423,323393,1395,28,"678.96","합계","Total",12854
"2021년 10월 23일 00시","2021-10-23",2745,350476,1508,322536,1487,21,"676","합계","Total",12835
"2021년 10월 22일 00시","2021-10-22",2725,348969,1440,320317,1420,20,"673.31","합계","Total",12816
"2021년 10월 21일 00시","2021-10-21",2709,347529,1441,317755,1430,11,"670.53","합계","Total",12797
"2021년 10월 20일 00시","2021-10-20",2698,346088,1571,316607,1556,15,"667.75","합계","Total",12778
"2021년 10월 19일 00시","2021-10-19",2689,344518,1073,313432,1048,25,"665","합계","Total",12759
"2021년 10월 18일 00시","2021-10-18",2668,343445,1050,311781,1030,20,"662.65","합계","Total",12740
"2021년 10월 17일 00시","2021-10-17",2660,342396,1420,310344,1403,17,"660.63","합계","Total",12721
"2021년 10월 16일 00시","2021-10-16",2644,340978,1618,308187,1594,24,"657.89","합계","Total",12702
"2021년 10월 15일 00시","2021-10-15",2626,339361,1684,305851,1670,14,"654.77","합계","Total",12683
"2021년 10월 14일 00시","2021-10-14",2618,337677,1940,303719,1924,16,"651.52","합계","Total",12664
"2021년 10월 13일 00시","2021-10-13",2605,335741,1584,302066,1571,13,"647.79","합계","Total",12645
"2021년 10월 12일 00시","2021-10-12",2594,334157,1347,299260,1334,13,"644.74","합계","Total",12626
"2021년 10월 11일 00시","2021-10-11",2583,332810,1297,298022,1284,13,"642","합계","Total",12607
"2021년 10월 10일 00시","2021-10-10",2575,331513,1594,296708,1560,34,"640","합계","Total",12588
"2021년 10월 09일 00시","2021-10-09",2560,329919,1953,294929,1924,29,"636.56","합계","Total",12569
"2021년 10월 08일 00시","2021-10-08",2554,327966,2175,292091,2144,31,"632.80","합계","Total",12550
"2021년 10월 07일 00시","2021-10-07",2544,325792,2425,288822,2398,27,"100.00","합계","Total",12531
"2021년 10월 06일 00시","2021-10-06",2536,323370,2027,287040,2001,26,"623.93","합계","Total",12512
"2021년 10월 05일 00시","2021-10-05",2524,321340,1574,284197,1555,19,"620.02","합계","Total",12493
"2021년 10월 04일 00시","2021-10-04",2513,319763,1670,282669,1650,20,"616.98","합계","Total",12474
"2021년 10월 03일 00시","2021-10-03",2507,318100,2085,278847,2057,28,"613.76","합계","Total",12455
"2021년 10월 02일 00시","2021-10-02",2504,316014,2247,277092,2220,27,"609.74","합계","Total",12436
"2021년 10월 01일 00시","2021-10-01",2497,313767,2484,275576,2449,35,"605.4","합계","Total",12417
"2021년 09월 30일 00시","2021-09-30",2481,311283,2563,274205,2538,25,"600.61","합계","Total",12398
"2021년 09월 29일 00시","2021-09-29",2474,308720,2881,272724,2855,26,"595.66","합계","Total",12379
"2021년 09월 28일 00시","2021-09-28",2464,305839,2289,270928,2270,19,"590.1","합계","Total",12360
"2021년 09월 27일 00시","2021-09-27",2456,303550,2382,269132,2355,27,"585.68","합계","Total",12341
"2021년 09월 26일 00시","2021-09-26",2450,301168,2770,268140,2734,35,"581.09","합계","Total",12322
"2021년 09월 25일 00시","2021-09-25",2441,298399,3271,266414,3243,28,"575.74","합계","Total",12303
"2021년 09월 24일 00시","2021-09-24",2434,295128,2430,264492,2412,18,"569.43","합계","Total",12284
"2021년 09월 23일 00시","2021-09-23",2427,292698,1715,262842,1697,18,"564.74","합계","Total",12265
"2021년 09월 22일 00시","2021-09-22",2419,290983,1720,261812,1703,17,"561.43","합계","Total",12246
"2021년 09월 21일 00시","2021-09-21",2413,289263,1729,260090,1697,32,"558","합계","Total",12227
"2021년 09월 20일 00시","2021-09-20",2409,287535,1604,259011,1576,28,"554.78","합계","Total",12208
"2021년 09월 19일 00시","2021-09-19",2404,285930,1909,257449,1870,39,"551.68","합계","Total",12189
"2021년 09월 18일 00시","2021-09-18",2394,284022,2087,256029,2047,40,"536.36","합계","Total",12170
"2021년 09월 17일 00시","2021-09-17",2389,281934,2008,254094,1973,35,"536.36","합계","Total",12151
"2021년 09월 16일 00시","2021-09-16",2386,279930,1943,252038,1921,22,"536.36","합계","Total",12132
"2021년 09월 15일 00시","2021-09-15",2380,277989,2080,249833,2057,23,"536.36","합계","Total",12113
"2021년 09월 14일 00시","2021-09-14",2367,275910,1497,247647,1463,34,"532.35","합계","Total",12094
"2021년 09월 13일 00시","2021-09-13",2360,274413,1433,245505,1409,24,"529.46","합계","Total",12075
"2021년 09월 12일 00시","2021-09-12",2359,272979,1755,244459,1725,30,"527","합계","Total",12056
"2021년 09월 11일 00시","2021-09-11",2358,271224,1864,242960,1815,49,"523.31","합계","Total",12037
"2021년 09월 10일 00시","2021-09-10",2348,269360,1892,240733,1857,35,"519.71","합계","Total",11382
"2021년 09월 09일 00시","2021-09-09",2343,267468,2049,238920,2018,31,"516.06","합계","Total",11363
"2021년 09월 08일 00시","2021-09-08",2334,265419,2048,237286,2012,36,"512.11","합계","Total",11344
"2021년 09월 07일 00시","2021-09-07",2330,263371,1597,235225,1563,34,"508.16","합계","Total",11343
"2021년 09월 06일 00시","2021-09-06",2327,261774,1375,233695,1351,24,"505.08","합계","Total",11324
"2021년 09월 05일 00시","2021-09-05",2321,260400,1490,232334,1460,29,"502.43","합계","Total",11305
"2021년 09월 04일 00시","2021-09-04",2315,258909,1803,230405,1775,28,"499.55","합계","Total",11286
"2021년 09월 03일 00시","2021-09-03",2308,257106,1708,228618,1674,34,"496.07","합계","Total",11267
"2021년 09월 02일 00시","2021-09-02",2303,255399,1960,226222,1926,34,"492.77","합계","Total",11248
"2021년 09월 01일 00시","2021-09-01",2292,253439,2024,0,1991,33,"488.99","합계","Total",11229
"2021년 08월 31일 00시","2021-08-31",2285,251416,1371,221701,1332,39,"485.09","합계","Total",11210
"2021년 08월 30일 00시","2021-08-30",2284,250045,1485,220358,1424,61,"482.44","합계","Total",11191
"2021년 08월 29일 00시","2021-08-29",2279,248560,1619,218725,1576,43,"479.58","합계","Total",11172
"2021년 08월 28일 00시","2021-08-28",2276,246941,1791,216986,1736,55,"476.45","합계","Total",11153
"2021년 08월 27일 00시","2021-08-27",2265,245150,1837,214670,1809,28,"473.00","합계","Total",11134
"2021년 08월 26일 00시","2021-08-26",2257,243313,1882,212868,1829,53,"469.45","합계","Total",11115
"2021년 08월 25일 00시","2021-08-25",2237,241431,2154,211161,2113,41,"465.82","합계","Total",11096
"2021년 08월 24일 00시","2021-08-24",2228,239277,1507,209181,1469,38,"461.67","합계","Total",11077
"2021년 08월 23일 00시","2021-08-23",2222,237770,1417,207591,1370,47,"458.76","합계","Total",11058
"2021년 08월 22일 00시","2021-08-22",2215,236353,1626,206263,1588,38,"456.02","합계","Total",11039
"2021년 08월 21일 00시","2021-08-21",2202,234727,1877,204501,1812,65,"452.89","합계","Total",11020
"2021년 08월 20일 00시","2021-08-20",2197,232850,2050,202757,2000,50,"449.27","합계","Total",11001
"2021년 08월 19일 00시","2021-08-19",2191,230800,2152,201216,2114,38,"445.31","합계","Total",10982
"2021년 08월 18일 00시","2021-08-18",2178,228648,1803,199567,1766,37,"441.16","합계","Total",10963
"2021년 08월 17일 00시","2021-08-17",2173,226845,1372,197213,1322,50,"437.68","합계","Total",10944
"2021년 08월 16일 00시","2021-08-16",2167,225473,1555,196187,1492,63,"435.03","합계","Total",10925
"2021년 08월 15일 00시","2021-08-15",2156,223918,1816,195092,1748,68,"432.03","합계","Total",10906
"2021년 08월 14일 00시","2021-08-14",2148,222102,1928,193767,1858,70,"428.53","합계","Total",10887
"2021년 08월 13일 00시","2021-08-13",2144,220174,1989,192236,1913,76,"424.81","합계","Total",10868
"2021년 08월 12일 00시","2021-08-12",2138,218185,1987,190520,1947,40,"420.97","합계","Total",10849
"2021년 08월 11일 00시","2021-08-11",2135,216198,2221,189492,2144,77,"417.14","합계","Total",10830
"2021년 08월 10일 00시","2021-08-10",2134,213977,1537,187509,1474,63,"412.85","합계","Total",10811
"2021년 08월 09일 00시","2021-08-09",2125,212440,1491,186227,1455,36,"409.89","합계","Total",10792
"2021년 08월 08일 00시","2021-08-08",2121,210949,1728,184987,1669,59,"407.01","합계","Total",10773
"2021년 08월 07일 00시","2021-08-07",2116,209221,1823,183774,1762,61,"403.68","합계","Total",10754
"2021년 08월 06일 00시","2021-08-06",2113,207398,1704,182039,1640,64,"400.16","합계","Total",10735
"2021년 08월 05일 00시","2021-08-05",2109,205694,1775,180705,1716,59,"396.87","합계","Total",10716
"2021년 08월 04일 00시","2021-08-04",2106,203919,1725,179107,1664,61,"393.45","합계","Total",10697
"2021년 08월 03일 00시","2021-08-03",2104,202194,1200,177889,1150,50,"390.12","합계","Total",10678
"2021년 08월 02일 00시","2021-08-02",2099,200994,1218,176584,1150,68,"387.80","합계","Total",10659
"2021년 08월 01일 00시","2021-08-01",2098,199776,1442,175658,1386,56,"385.45","합계","Total",10640
"2021년 07월 31일 00시","2021-07-31",2095,198334,1538,174164,1465,73,"382.67","합계","Total",10621
"2021년 07월 30일 00시","2021-07-30",2089,196796,1710,172746,1662,48,"379.70","합계","Total",10602
"2021년 07월 29일 00시","2021-07-29",2085,195086,1673,171548,1631,42,"376.40","합계","Total",10583
"2021년 07월 28일 00시","2021-07-28",2083,193413,1895,170484,1822,73,"373.18","합계","Total",10564
"2021년 07월 27일 00시","2021-07-27",2079,191518,1363,168620,1274,89,"369.52","합계","Total",10545
"2021년 07월 26일 00시","2021-07-26",2077,190155,1318,167357,1264,54,"366.89","합계","Total",10526
"2021년 07월 25일 00시","2021-07-25",2073,188837,1487,166365,1422,65,"364.35","합계","Total",10507
"2021년 07월 24일 00시","2021-07-24",2068,187350,1627,165237,1572,55,"361.48","합계","Total",10488
"2021년 07월 23일 00시","2021-07-23",2066,185723,1629,164198,1573,56,"358.34","합계","Total",10469
"2021년 07월 22일 00시","2021-07-22",2063,184094,1841,163065,1532,309,"355.19","합계","Total",10450
"2021년 07월 21일 00시","2021-07-21",2060,182253,1781,161625,1725,56,"351.64","합계","Total",10431
"2021년 07월 20일 00시","2021-07-20",2059,180472,1278,160338,1242,36,"348.21","합계","Total",10412
"2021년 07월 19일 00시","2021-07-19",2058,179194,1251,159621,1207,44,"345.74","합계","Total",10393
"2021년 07월 18일 00시","2021-07-18",2057,177943,1453,158946,1402,51,"343.33","합계","Total",10374
"2021년 07월 17일 00시","2021-07-17",2055,176490,1449,157951,1400,49,"340.52","합계","Total",10355
"2021년 07월 16일 00시","2021-07-16",2051,175041,1535,157104,1475,60,"337.73","합계","Total",10336
"2021년 07월 15일 00시","2021-07-15",2050,173506,1599,156502,1554,45,"334.77","합계","Total",10317
"2021년 07월 14일 00시","2021-07-14",2048,171907,1613,155483,1566,47,"331.68","합계","Total",10298
"2021년 07월 13일 00시","2021-07-13",2046,170294,1150,154743,1097,53,"328.57","합계","Total",10279
"2021년 07월 12일 00시","2021-07-12",2044,169144,1100,154178,1063,37,"326.35","합계","Total",10260
"2021년 07월 11일 00시","2021-07-11",2043,168044,1324,153751,1280,44,"324.23","합계","Total",10241
"2021년 07월 10일 00시","2021-07-10",2038,166720,1378,153144,1320,58,"321.67","합계","Total",10222
"2021년 07월 09일 00시","2021-07-09",2036,165342,1316,152489,1236,80,"319.01","합계","Total",10203
"2021년 07월 08일 00시","2021-07-08",2034,164026,1275,151914,1227,48,"316.36","합계","Total",10184
"2021년 07월 07일 00시","2021-07-07",2033,162751,1211,151491,1166,45,"313.90","합계","Total",10165
"2021년 07월 06일 00시","2021-07-06",2032,161540,746,150750,690,56,"311.57","합계","Total",10146
"2021년 07월 05일 00시","2021-07-05",2028,160794,711,150034,644,67,"310.13","합계","Total",10127
"2021년 07월 04일 00시","2021-07-04",2026,160083,743,149604,662,81,"308.76","합계","Total",10108
"2021년 07월 03일 00시","2021-07-03",2025,159340,794,149122,748,46,"307.32","합계","Total",10089
"2021년 07월 02일 00시","2021-07-02",2024,158546,825,148309,765,60,"305.79","합계","Total",10070
"2021년 07월 01일 00시","2021-07-01",2021,157721,761,148015,711,50,"304.20","합계","Total",10051
"2021년 06월 30일 00시","2021-06-30",2018,156960,794,147683,759,35,"302.73","합계","Total",10032
"2021년 06월 29일 00시","2021-06-29",2017,156166,595,147066,560,35,"301.20","합계","Total",10013
"2021년 06월 28일 00시","2021-06-28",2015,155571,501,146663,472,29,"300.05","합계","Total",9994
"2021년 06월 27일 00시","2021-06-27",2013,155070,614,146329,570,44,"299.09","합계","Total",9975
"2021년 06월 26일 00시","2021-06-26",2012,154456,668,145978,611,57,"297.90","합계","Total",9956
"2021년 06월 25일 00시","2021-06-25",2009,153788,634,145377,602,32,"296.62","합계","Total",9937
"2021년 06월 24일 00시","2021-06-24",2008,153154,610,144775,576,34,"295.39","합계","Total",9918
"2021년 06월 23일 00시","2021-06-23",2007,152544,645,144365,605,40,"294.22","합계","Total",9899
"2021년 06월 22일 00시","2021-06-22",2006,151899,394,143803,350,44,"292.97","합계","Total",9880
